,wm,dw,pv_bess,ev,critical
183,0.0,0.0,0,0.4650000000000001,0.285
184,0.0,0.0,0,0.0,0.242
185,0.0,0.0,0,0.0,0.205
186,0.0,0.0,0,0.0,0.11
187,0.0,0.278,0,0.0,0.03
188,0.0,0.242,0,0.0,0.04
189,0.0,0.221,0,0.0,0.05
190,0.0,0.126,0,0.0,0.062
191,0.0,0.428,0,0.0,0.036000000000000004
192,0.0,0.0,0,0.0,0.051
193,0.0,0.0,0,0.0,0.06
194,0.0,0.0,0,0.0,0.066
195,0.0,0.0,0,0.0,0.075
196,0.0,0.0,0,0.0,0.22
197,0.0,0.0,0,0.0,0.304
198,0.0,0.0,0,0.0,0.316
199,0.0,0.0,0,0.0,0.055
200,0.0,0.0,0,0.0,0.045
201,0.0,0.0,0,0.0,0.045
202,0.0,0.0,0,0.0,0.054000000000000006
203,0.0,0.0,0,0.0,0.051
204,0.0,0.0,0,0.0,0.035
205,0.0,0.0,0,0.0,0.075
206,0.0,0.0,0,0.0,0.165
207,0.0,0.0,0,0.0,0.134
208,0.0,0.078,0,0.0,0.04
209,0.0,0.37799999999999995,0,0.0,0.045
210,0.0,0.13,0,0.0,0.053
211,0.0,0.23399999999999999,0,0.0,0.065
212,0.0,0.389,0,0.0,0.076
213,0.0,0.02,0,0.0,0.08
214,0.0,0.0,0,0.0,0.079
215,0.0,0.0,0,0.0,0.076
216,0.0,0.0,0,0.6849999999999999,0.065
217,0.0,0.0,0,0.6839999999999998,0.066
218,0.0,0.0,0,0.0,0.091
219,0.0,0.0,0,0.0,0.254
220,0.0,0.0,0,0.0,0.13699999999999998
221,0.0,0.0,0,0.0,0.09699999999999999
222,0.0,0.0,0,0.0,0.096
223,0.0,0.0,0,0.0,0.125
224,0.0,0.0,0,0.0,0.17300000000000001
225,0.0,0.0,0,0.0,0.21600000000000003
226,0.0,0.0,0,0.0,0.14
227,0.0,0.0,0,0.0,0.27
228,0.0,0.0,0,0.0,0.345
229,0.0,0.0,0,0.0,0.29
230,0.0,0.0,0,0.0,0.435
231,0.0,0.0,0,0.0,0.315
232,0.0,0.0,0,0.0,0.49
233,0.0,0.0,0,0.0,0.5
234,0.0,0.0,0,0.0,0.34
235,0.0,0.0,0,0.0,0.26
236,0.0,0.0,0,0.0,0.281
237,0.0,0.0,0,0.0,0.22899999999999998
238,0.0,0.0,0,0.0,0.196
239,0.0,0.0,0,0.0,0.214
240,0.0,0.0,0,0.0,0.22
241,0.0,0.0,0,0.0,0.205
242,0.0,0.0,0,0.0,0.21
243,0.0,0.0,0,0.0,0.124
244,0.0,0.0,0,0.0,0.032
245,0.0,0.0,0,0.0,0.028999999999999998
246,0.0,0.0,0,0.0,0.040999999999999995
247,0.0,0.0,0,0.7109999999999999,0.039
248,0.0,0.0,0,0.0,0.040999999999999995
249,0.0,0.0,0,0.0,0.039
250,0.0,0.0,0,0.0,0.028999999999999998
251,0.0,0.0,0,0.0,0.032
252,0.0,0.0,0,0.0,0.019
253,0.0,0.0,0,0.0,0.035
254,0.0,0.0,0,0.6747894736842093,0.035
255,0.0,0.003000000000000015,0,0.0,0.039
256,0.0,0.006999999999999999,0,0.7020000000000011,0.040999999999999995
257,0.0,0.012,0,0.0,0.03
258,0.0,0.0,0,0.0,0.031
259,0.0,0.0,0,0.0,0.02
260,0.0,0.0,0,0.716,0.034
261,0.0,0.0,0,0.704,0.046
262,0.0,0.0,0,0.0,0.043
263,0.0,0.0,0,0.0,0.046
264,0.0,0.0,0,0.7090000000000001,0.040999999999999995
265,0.0,0.0,0,0.0,0.03
266,0.0,0.0,0,0.0,0.040999999999999995
267,0.0,0.0,0,0.0,0.051
268,0.0,0.0,0,0.0,0.198
269,0.0,0.0,0,0.0,0.094
270,0.0,0.0,0,0.0,0.086
271,0.0,0.0,0,0.0,0.091
272,0.0,0.0,0,0.0,0.067
273,0.0,0.0,0,0.0,0.142
274,0.0,0.0,0,0.0,0.045
275,0.0,0.0,0,0.0,0.04
276,0.0,0.0,0,0.0,0.055
277,0.0,0.0,0,0.0,0.039
278,0.0,0.0,0,0.0,0.040999999999999995
279,0.0,0.0,0,0.73,0.02
280,0.0,0.0,0,0.0,0.03
281,0.0,0.0,0,0.0,0.04
282,0.0,0.0,0,0.0,0.044000000000000004
283,0.0,0.0,0,0.0,0.046
284,0.0,0.0,0,0.0,0.05
285,0.0,0.0,0,0.0,0.065
286,0.0,0.0,0,0.0,0.015
287,0.0,0.0,0,0.0,0.045
288,0.0,0.0,0,0.0,0.06
289,0.0,0.0,0,0.0,0.065
290,0.0,0.0,0,0.0,0.095
291,0.0,0.0,0,0.0,0.1
292,0.0,0.0,0,0.0,0.354
293,0.0,0.0,0,0.0,0.27399999999999997
294,0.0,0.0,0,0.0,0.066
295,0.0,0.0,0,0.0,0.07
296,0.0,0.0,0,0.0,0.07
297,0.0,0.0,0,0.0,0.08
298,0.0,0.0,0,0.0,0.065
299,0.0,0.0,0,0.0,0.085
300,0.0,0.0,0,0.0,0.14
301,0.0,0.0,0,0.0,0.257
302,0.0,0.0,0,0.0,0.131
303,0.0,0.0,0,0.0,0.10300000000000001
304,0.0,0.0,0,0.0,0.114
305,0.0,0.0,0,0.0,0.077
306,0.0,0.0,0,0.0,0.133
307,0.0,0.0,0,0.0,0.099
308,0.0,0.0,0,0.0,0.152
309,0.0,0.0,0,0.0,0.145
310,0.0,0.0,0,0.0,0.165
311,0.0,0.0,0,0.0,0.22899999999999998
312,0.0,0.0,0,0.583,0.16699999999999998
313,0.0,0.0,0,0.66,0.09
314,0.0,0.0,0,0.0,0.045
315,0.0,0.0,0,0.0,0.124
316,0.0,0.0,0,0.0,0.059000000000000004
317,0.0,0.0,0,0.0,0.18600000000000003
318,0.0,0.0,0,0.0,0.1
319,0.0,0.0,0,0.0,0.139
320,0.0,0.0,0,0.0,0.147
321,0.0,0.0,0,0.0,0.15
322,0.0,0.0,0,0.0,0.145
323,0.0,0.0,0,0.0,0.15
324,0.0,0.0,0,0.0,0.22399999999999998
325,0.0,0.0,0,0.0,0.22
326,0.0,0.0,0,0.0,0.24
327,0.0,0.0,0,0.0,0.27
328,0.0,0.0,0,0.0,0.315
329,0.0,0.0,0,0.0,0.275
330,0.0,0.0,0,0.0,0.29
331,0.0,0.0,0,0.0,0.24600000000000002
332,0.0,0.0,0,0.0,0.62
333,0.0,0.0,0,0.0,0.429
334,0.0,0.0,0,0.0,0.191
335,0.0,0.0,0,0.0,0.16
336,0.0,0.0,0,0.0,0.139
337,0.0,0.0,0,0.0,0.139
338,0.0,0.0,0,0.0,0.139
339,0.0,0.0,0,0.0,0.139
340,0.0,0.0,0,0.0,0.139
341,0.0,0.0,0,0.0,0.139
342,0.0,0.0,0,0.0,0.139
343,0.41600000000000004,0.0,0,0.19499999999999995,0.139
344,0.231,0.0,0,0.0,0.139
345,0.026000000000000002,0.0,0,0.0,0.139
346,0.027000000000000003,0.0,0,0.6789999999999999,0.044000000000000004
347,0.027000000000000003,0.0,0,0.0,0.037000000000000005
348,0.026000000000000002,0.0,0,0.0,0.034
349,0.026000000000000002,0.0,0,0.0,0.040999999999999995
350,0.018000000000000002,0.0,0,0.703,0.028999999999999998
351,0.018000000000000002,0.0,0,0.0,0.02
352,0.032,0.0,0,0.6869999999999999,0.031
353,0.024,0.0,0,0.0,0.028999999999999998
354,0.035,0.0,0,0.2057894736842119,0.040999999999999995
355,0.0,0.0,0,0.0,0.039
356,0.0,0.0,0,0.709,0.040999999999999995
357,0.0,0.0,0,0.716,0.034
358,0.0,0.0,0,0.0,0.035
359,0.0,0.0,0,0.0,0.043
360,0.0,0.0,0,0.721,0.028999999999999998
361,0.0,0.0,0,0.0,0.037000000000000005
362,0.0,0.0,0,0.0,0.051
363,0.0,0.0,0,0.0,0.391
364,0.0,0.0,0,0.0,0.483
365,0.0,0.0,0,0.0,0.371
366,0.0,0.0,0,0.0,0.35
367,0.0,0.0,0,0.0,0.33899999999999997
368,0.0,0.0,0,0.0,0.27699999999999997
369,0.0,0.0,0,0.0,0.25
370,0.22,0.0,0,0.0,0.045
371,0.40399999999999997,0.0,0,0.0,0.055
372,0.313,0.0,0,0.0,0.06
373,0.3,0.0,0,0.0,0.11
374,0.261,0.0,0,0.0,0.06
375,0.233,0.0,0,0.45699999999999996,0.06
376,0.12099999999999998,0.0,0,0.0,0.07
377,0.009000000000000001,0.0,0,0.0,0.055
378,0.004,0.0,0,0.0,0.046
379,0.004,0.0,0,0.0,0.099
380,0.004,0.0,0,0.0,0.08
381,0.003,0.0,0,0.0,0.099
382,0.004,0.0,0,0.0,0.10099999999999999
383,0.013999999999999999,0.0,0,0.0,0.095
384,0.0,0.0,0,0.0,0.095
385,0.0,0.0,0,0.0,0.06
386,0.0,0.0,0,0.0,0.183
387,0.0,0.0,0,0.0,0.537
388,0.0,0.0,0,0.0,0.519
389,0.0,0.0,0,0.0,0.17600000000000002
390,0.0,0.0,0,0.0,0.12300000000000001
391,0.0,0.0,0,0.0,0.037000000000000005
392,0.0,0.0,0,0.0,0.039
393,0.0,0.0,0,0.0,0.045
394,0.0,0.0,0,0.0,0.05
395,0.0,0.0,0,0.0,0.059000000000000004
396,0.0,0.0,0,0.0,0.031
397,0.0,0.0,0,0.0,0.039
398,0.0,0.0,0,0.0,0.040999999999999995
399,0.0,0.0,0,0.0,0.039
400,0.0,0.0,0,0.0,0.040999999999999995
401,0.0,0.0,0,0.0,0.045
402,0.0,0.0,0,0.0,0.045
403,0.0,0.0,0,0.0,0.149
404,0.11199999999999999,0.0,0,0.0,0.085
405,0.019,0.0,0,0.0,0.07400000000000001
406,0.0,0.0,0,0.0,0.08
407,0.0,0.0,0,0.0,0.085
408,0.0,0.0,0,0.691,0.059000000000000004
409,0.0,0.0,0,0.601,0.149
410,0.0,0.0,0,0.0,0.044000000000000004
411,0.0,0.0,0,0.0,0.049
412,0.0,0.0,0,0.0,0.081
413,0.0,0.0,0,0.0,0.085
414,0.0,0.0,0,0.0,0.079
415,0.0,0.0,0,0.0,0.10099999999999999
416,0.0,0.0,0,0.0,0.09
417,0.0,0.0,0,0.0,0.14
418,0.0,0.0,0,0.0,0.18
419,0.0,0.0,0,0.0,0.17600000000000002
420,0.0,0.0,0,0.0,0.14300000000000002
421,0.0,0.0,0,0.0,0.09699999999999999
422,0.0,0.0,0,0.0,0.1
423,0.0,0.0,0,0.0,0.22399999999999998
424,0.0,0.0,0,0.0,0.225
425,0.0,0.0,0,0.0,0.221
426,0.0,0.0,0,0.0,0.264
427,0.0,0.0,0,0.0,0.275
428,0.0,0.0,0,0.0,0.235
429,0.0,0.0,0,0.0,0.226
430,0.0,0.0,0,0.0,0.254
431,0.0,0.0,0,0.0,0.24100000000000002
432,0.0,0.0,0,0.0,0.27899999999999997
433,0.0,0.0,0,0.0,0.24
434,0.0,0.0,0,0.0,0.295
435,0.0,0.0,0,0.0,0.28
436,0.0,0.0,0,0.0,0.226
437,0.0,0.0,0,0.0,0.185
438,0.0,0.0,0,0.0,0.18899999999999997
439,0.0,0.0,0,0.565,0.185
440,0.0,0.0,0,0.0,0.165
441,0.0,0.0,0,0.0,0.15
442,0.0,0.0,0,0.6,0.15
443,0.0,0.0,0,0.0,0.151
444,0.0,0.0,0,0.0,0.149
445,0.0,0.0,0,0.0,0.15
446,0.0,0.0,0,0.6,0.15
447,0.0,0.0,0,0.0,0.15
448,0.0,0.0,0,0.589,0.161
449,0.0,0.0,0,0.0,0.15
450,0.0,0.0,0,0.001789473684212433,0.149
451,0.0,0.0,0,0.0,0.15
452,0.0,0.0,0,0.619,0.131
453,0.0,0.0,0,0.621,0.129
454,0.0,0.0,0,0.0,0.121
455,0.0,0.0,0,0.0,0.043
456,0.0,0.0,0,0.713,0.037000000000000005
457,0.0,0.0,0,0.0,0.044000000000000004
458,0.0,0.0,0,0.0,0.046
459,0.0,0.0,0,0.0,0.035
460,0.0,0.0,0,0.0,0.16399999999999998
461,0.0,0.0,0,0.0,0.075
462,0.0,0.0,0,0.0,0.084
463,0.0,0.0,0,0.0,0.055
464,0.0,0.0,0,0.0,0.071
465,0.0,0.0,0,0.0,0.06
466,0.0,0.0,0,0.0,0.063
467,0.0,0.0,0,0.0,0.051
468,0.0,0.0,0,0.0,0.044000000000000004
469,0.0,0.0,0,0.0,0.040999999999999995
470,0.0,0.0,0,0.0,0.035
471,0.0,0.0,0,0.715,0.035
472,0.0,0.0,0,0.0,0.026000000000000002
473,0.0,0.0,0,0.0,0.024
474,0.0,0.0,0,0.0,0.039
475,0.0,0.0,0,0.0,0.121
476,0.0,0.0,0,0.0,0.05
477,0.0,0.0,0,0.0,0.055
478,0.0,0.0,0,0.0,0.045
479,0.0,0.0,0,0.0,0.038
480,0.0,0.0,0,0.0,0.13699999999999998
481,0.0,0.0,0,0.0,0.085
482,0.0,0.0,0,0.0,0.07
483,0.0,0.0,0,0.0,0.08900000000000001
484,0.0,0.0,0,0.0,0.24
485,0.0,0.0,0,0.0,0.44799999999999995
486,0.0,0.0,0,0.0,0.255
487,0.0,0.0,0,0.0,0.1
488,0.0,0.0,0,0.0,0.225
489,0.0,0.0,0,0.0,0.084
490,0.0,0.0,0,0.0,0.066
491,0.0,0.0,0,0.0,0.06
492,0.0,0.0,0,0.0,0.046
493,0.0,0.0,0,0.0,0.039
494,0.0,0.0,0,0.0,0.04
495,0.0,0.0,0,0.0,0.059000000000000004
496,0.0,0.0,0,0.0,0.035
497,0.0,0.0,0,0.0,0.05
498,0.0,0.0,0,0.0,0.045
499,0.0,0.0,0,0.0,0.046
500,0.0,0.0,0,0.0,0.038
501,0.0,0.0,0,0.0,0.036000000000000004
502,0.0,0.0,0,0.0,0.049
503,0.0,0.0,0,0.0,0.051
504,0.0,0.0,0,0.705,0.045
505,0.0,0.0,0,0.71,0.04
506,0.0,0.0,0,0.0,0.035
507,0.0,0.0,0,0.0,0.039
508,0.0,0.0,0,0.0,0.036000000000000004
509,0.0,0.0,0,0.0,0.055
510,0.0,0.0,0,0.0,0.06
511,0.0,0.0,0,0.0,0.055
512,0.0,0.0,0,0.0,0.078
513,0.0,0.0,0,0.0,0.077
514,0.0,0.0,0,0.0,0.066
515,0.0,0.0,0,0.0,0.1
516,0.0,0.0,0,0.0,0.061
517,0.0,0.0,0,0.0,0.055999999999999994
518,0.0,0.0,0,0.0,0.064
519,0.0,0.0,0,0.0,0.15
520,0.0,0.0,0,0.0,0.15
521,0.0,0.0,0,0.0,0.17
522,0.0,0.0,0,0.0,0.21100000000000002
523,0.0,0.0,0,0.0,0.129
524,0.0,0.0,0,0.0,0.131
525,0.0,0.0,0,0.0,0.109
526,0.0,0.0,0,0.0,0.109
527,0.0,0.0,0,0.0,0.1
528,0.0,0.0,0,0.0,0.092
529,0.0,0.0,0,0.0,0.109
530,0.0,0.0,0,0.0,0.131
531,0.0,0.0,0,0.0,0.129
532,0.0,0.0,0,0.0,0.11599999999999999
533,0.0,0.0,0,0.0,0.039
534,0.0,0.0,0,0.0,0.039
535,0.0,0.0,0,0.709,0.040999999999999995
536,0.0,0.0,0,0.0,0.051
537,0.0,0.0,0,0.0,0.059000000000000004
538,0.0,0.0,0,0.39678947368421136,0.055
539,0.0,0.0,0,0.0,0.044000000000000004
540,0.0,0.0,0,0.0,0.051
541,0.0,0.0,0,0.0,0.035
542,0.0,0.0,0,0.715,0.035
543,0.0,0.0,0,0.0,0.039
544,0.0,0.0,0,0.699,0.051
545,0.134,0.0,0,0.0,0.051
546,0.49200000000000005,0.0,0,0.0,0.054000000000000006
547,0.07400000000000001,0.0,0,0.0,0.051
548,0.027000000000000003,0.0,0,0.6799999999999999,0.043
549,0.027000000000000003,0.0,0,0.6859999999999999,0.037000000000000005
550,0.027000000000000003,0.0,0,0.0,0.034
551,0.027000000000000003,0.0,0,0.0,0.027999999999999997
552,0.026000000000000002,0.0,0,0.6769999999999999,0.047
553,0.023,0.0,0,0.0,0.033
554,0.022000000000000002,0.0,0,0.0,0.04
555,0.05,0.0,0,0.0,0.040999999999999995
556,0.442,0.0,0,0.0,0.028999999999999998
557,0.33399999999999996,0.0,0,0.0,0.034
558,0.31,0.0,0,0.0,0.031
559,0.268,0.0,0,0.0,0.028999999999999998
560,0.263,0.0,0,0.0,0.05
561,0.23,0.0,0,0.0,0.065
562,0.132,0.0,0,0.0,0.226
563,0.012,0.0,0,0.0,0.21899999999999997
564,0.003,0.0,0,0.0,0.08
565,0.004,0.0,0,0.0,0.359
566,0.004,0.0,0,0.0,0.818
567,0.004,0.0,0,0.338,0.408
568,0.004,0.0,0,0.0,0.28
569,0.003,0.0,0,0.0,0.505
570,0.004,0.0,0,0.0,0.151
571,0.003,0.0,0,0.0,0.128
572,0.0,0.0,0,0.0,0.122
573,0.0,0.0,0,0.0,0.13
574,0.0,0.0,0,0.0,0.3
575,0.0,0.0,0,0.0,0.284
576,0.0,0.0,0,0.0,0.575
577,0.0,0.0,0,0.0,0.429
578,0.0,0.0,0,0.0,0.408
579,0.0,0.0,0,0.0,0.381
580,0.0,0.0,0,0.0,0.389
581,0.0,0.0,0,0.0,0.34600000000000003
582,0.0,0.0,0,0.0,0.26899999999999996
583,0.0,0.0,0,0.0,0.134
584,0.0,0.0,0,0.0,0.502
585,0.0,0.0,0,0.0,0.272
586,0.0,0.0,0,0.0,0.135
587,0.0,0.0,0,0.0,0.106
588,0.0,0.0,0,0.0,0.091
589,0.0,0.0,0,0.0,0.109
590,0.0,0.0,0,0.0,0.096
591,0.0,0.0,0,0.0,0.059000000000000004
592,0.0,0.0,0,0.0,0.05
593,0.0,0.0,0,0.0,0.06
594,0.0,0.0,0,0.0,0.055
595,0.0,0.0,0,0.0,0.151
596,0.0,0.0,0,0.0,0.055
597,0.0,0.0,0,0.0,0.055
598,0.0,0.0,0,0.0,0.05
599,0.0,0.0,0,0.0,0.044000000000000004
600,0.0,0.0,0,0.7189999999999999,0.031
601,0.0,0.0,0,0.7109999999999999,0.039
602,0.0,0.0,0,0.0,0.046
603,0.0,0.0,0,0.0,0.04
604,0.0,0.0,0,0.0,0.059000000000000004
605,0.0,0.0,0,0.0,0.055
606,0.0,0.0,0,0.0,0.055
607,0.0,0.0,0,0.0,0.047
608,0.0,0.0,0,0.0,0.055
609,0.0,0.0,0,0.0,0.059000000000000004
610,0.0,0.0,0,0.0,0.059000000000000004
611,0.0,0.0,0,0.0,0.055999999999999994
612,0.0,0.0,0,0.0,0.051
613,0.0,0.0,0,0.0,0.040999999999999995
614,0.0,0.0,0,0.0,0.054000000000000006
615,0.0,0.0,0,0.0,0.14
616,0.0,0.0,0,0.0,0.16
617,0.0,0.0,0,0.0,0.17
618,0.0,0.0,0,0.0,0.175
619,0.0,0.0,0,0.0,0.165
620,0.0,0.0,0,0.0,0.17
621,0.0,0.0,0,0.0,0.17
622,0.0,0.0,0,0.0,0.15
623,0.0,0.0,0,0.0,0.141
624,0.0,0.0,0,0.0,0.139
625,0.0,0.0,0,0.0,0.14
626,0.0,0.0,0,0.0,0.141
627,0.0,0.0,0,0.0,0.1
628,0.0,0.0,0,0.0,0.084
629,0.0,0.0,0,0.0,0.044000000000000004
630,0.0,0.0,0,0.0,0.040999999999999995
631,0.0,0.3,0,0.41499999999999926,0.035
632,0.0,0.1420000000000018,0,0.0,0.040999999999999995
633,0.0,0.24200000000000108,0,0.0,0.028999999999999998
634,0.0,0.319,0,0.20578947368421208,0.031
635,0.0,0.2,0,0.0,0.044000000000000004
636,0.0,0.0,0,0.0,0.046
637,0.0,0.0,0,0.0,0.039
638,0.0,0.0,0,0.7210000000000001,0.028999999999999998
639,0.0,0.0,0,0.0,0.032
640,0.0,0.0,0,0.7210000000000001,0.028999999999999998
641,0.0,0.0,0,0.0,0.036000000000000004
642,0.0,0.0,0,0.0,0.044000000000000004
643,0.0,0.0,0,0.0,0.040999999999999995
644,0.0,0.0,0,0.7009999999999998,0.049
645,0.0,0.0,0,0.7189999999999999,0.031
